DateTime,Event
2024-04-23 17:00:00,2-Year Note Auction
2024-04-23 17:00:00,M2 Money Supply (MoM) (Mar)
2024-04-23 20:30:00,API Weekly Crude Oil Stock
2024-04-24 11:00:00,MBA 30-Year Mortgage Rate
2024-04-24 11:00:00,MBA Mortgage Applications (WoW)
2024-04-24 11:00:00,MBA Purchase Index
2024-04-24 11:00:00,Mortgage Market Index
2024-04-24 11:00:00,Mortgage Refinance Index
2024-04-24 12:30:00,Goods Orders Non Defense Ex Air (MoM) (Mar)
2024-04-24 12:30:00,Durable Goods Orders (MoM) (Mar)
2024-04-24 12:30:00,Core Durable Goods Orders (MoM) (Mar)
2024-04-24 12:30:00,Durables Excluding Defense (MoM) (Mar)
2024-04-24 14:30:00,EIA Refinery Crude Runs (WoW)
2024-04-24 14:30:00,Crude Oil Imports
2024-04-24 14:30:00,Cushing Crude Oil Inventories
2024-04-24 14:30:00,Distillate Fuel Production
2024-04-24 14:30:00,EIA Weekly Distillates Stocks
2024-04-24 14:30:00,Gasoline Production
2024-04-24 14:30:00,Heating Oil Stockpiles
2024-04-24 14:30:00,EIA Weekly Refinery Utilization Rates (WoW)
2024-04-24 14:30:00,Gasoline Inventories
2024-04-24 14:30:00,Crude Oil Inventories
2024-04-24 15:00:00,Atlanta Fed GDPNow (Q1)
2024-04-24 17:00:00,5-Year Note Auction
2024-04-25 12:30:00,Real Consumer Spending (Q1)
2024-04-25 12:30:00,PCE Prices (Q1)
2024-04-25 12:30:00,Jobless Claims 4-Week Avg.
2024-04-25 12:30:00,Initial Jobless Claims
2024-04-25 12:30:00,Wholesale Inventories (MoM)
2024-04-25 12:30:00,GDP Sales (Q1)
2024-04-25 12:30:00,Goods Trade Balance (Mar)
2024-04-25 12:30:00,Continuing Jobless Claims
2024-04-25 12:30:00,Retail Inventories Ex Auto (Mar)
2024-04-25 12:30:00,GDP (QoQ) (Q1)
2024-04-25 12:30:00,GDP Price Index (QoQ) (Q1)
2024-04-25 12:30:00,Core PCE Prices (Q1)
2024-04-25 14:00:00,Pending Home Sales (MoM) (Mar)
2024-04-25 14:00:00,Pending Home Sales Index (Mar)
2024-04-25 14:00:00,Treasury Secretary Yellen Speaks
2024-04-25 14:30:00,Natural Gas Storage
2024-04-25 15:00:00,KC Fed Composite Index (Apr)
2024-04-25 15:00:00,KC Fed Manufacturing Index (Apr)
2024-04-25 15:30:00,8-Week Bill Auction
2024-04-25 15:30:00,4-Week Bill Auction
2024-04-25 17:00:00,7-Year Note Auction
2024-04-25 20:30:00,Fed's Balance Sheet
2024-04-25 20:30:00,Reserve Balances with Federal Reserve Banks
2024-04-26 12:30:00,Core PCE Price Index (MoM) (Mar)
2024-04-26 12:30:00,Core PCE Price Index (YoY) (Mar)
2024-04-26 12:30:00,PCE price index (MoM) (Mar)
2024-04-26 12:30:00,PCE Price index (YoY) (Mar)
2024-04-26 12:30:00,Personal Income (MoM) (Mar)
2024-04-26 12:30:00,Personal Spending (MoM) (Mar)
2024-04-26 12:30:00,Real Personal Consumption (MoM) (Mar)
2024-04-26 13:00:00,Dallas Fed PCE (Mar)
2024-04-26 14:00:00,Michigan Current Conditions (Apr)
2024-04-26 14:00:00,Michigan Consumer Sentiment (Apr)
2024-04-26 14:00:00,Michigan Consumer Expectations (Apr)
2024-04-26 14:00:00,Michigan 1-Year Inflation Expectations (Apr)
2024-04-26 14:00:00,Michigan 5-Year Inflation Expectations (Apr)
2024-04-26 16:00:00,Atlanta Fed GDPNow (Q2)
2024-04-26 17:00:00,U.S. Baker Hughes Oil Rig Count
2024-04-26 17:00:00,U.S. Baker Hughes Total Rig Count
2024-04-26 19:30:00,CFTC Wheat speculative net positions
2024-04-26 19:30:00,CFTC Soybeans speculative net positions
2024-04-26 19:30:00,CFTC S&P 500 speculative net positions
2024-04-26 19:30:00,CFTC Natural Gas speculative net positions
2024-04-26 19:30:00,CFTC Silver speculative net positions
2024-04-26 19:30:00,CFTC Gold speculative net positions
2024-04-26 19:30:00,CFTC Crude Oil speculative net positions
2024-04-26 19:30:00,CFTC Corn speculative net positions
2024-04-26 19:30:00,CFTC Copper speculative net positions
2024-04-26 19:30:00,CFTC Aluminium speculative net positions
2024-04-26 19:30:00,CFTC Nasdaq 100 speculative net positions
2024-04-29 14:30:00,Dallas Fed Mfg Business Index (Apr)
2024-04-29 15:30:00,3-Month Bill Auction
2024-04-29 15:30:00,6-Month Bill Auction
2024-04-30 12:30:00,Employment Benefits (QoQ) (Q1)
2024-04-30 12:30:00,Employment Cost Index (QoQ) (Q1)
2024-04-30 12:30:00,Employment Wages (QoQ) (Q1)
2024-04-30 12:55:00,Redbook (YoY)
2024-04-30 13:00:00,S&P/CS HPI Composite - 20 n.s.a. (MoM) (Feb)
2024-04-30 13:00:00,S&P/CS HPI Composite - 20 n.s.a. (YoY) (Feb)
2024-04-30 13:00:00,House Price Index (MoM) (Feb)
2024-04-30 13:00:00,House Price Index (Feb)
2024-04-30 13:00:00,House Price Index (YoY) (Feb)
2024-04-30 13:00:00,S&P/CS HPI Composite - 20 s.a. (MoM) (Feb)
2024-04-30 13:45:00,Chicago PMI (Apr)
2024-04-30 14:00:00,CB Consumer Confidence (Apr)
2024-04-30 14:30:00,Dallas Fed Services Revenues (Apr)
2024-04-30 14:30:00,Texas Services Sector Outlook (Apr)
2024-04-30 16:00:00,OPEC Crude oil Production UAE (Barrel)
2024-04-30 16:00:00,OPEC Crude oil Production Saudi Arabia (Barrel)
2024-04-30 16:00:00,OPEC Crude Oil Production Nigeria (Barrel)
2024-04-30 16:00:00,OPEC Crude Oil Production Libya (Barrel)
2024-04-30 16:00:00,OPEC Crude Oil Production Kuwait (Barrel)
2024-04-30 16:00:00,OPEC Crude Oil Production Guinea (Barrel)
2024-04-30 16:00:00,OPEC Crude oil Production Iran (Barrel)
2024-04-30 16:00:00,OPEC Crude Oil Production Gabon (Barrel)
2024-04-30 16:00:00,OPEC Crude Oil Production Congo (Barrel)
2024-04-30 16:00:00,OPEC Crude Oil Production Algeria (Barrel)
2024-04-30 16:00:00,OPEC Crude oil Production Iraq (Barrel)
2024-04-30 16:00:00,OPEC Crude oil Production Venezuela (Barrel)
2024-04-30 20:30:00,API Weekly Crude Oil Stock
2024-05-01 11:00:00,MBA 30-Year Mortgage Rate
2024-05-01 11:00:00,MBA Mortgage Applications (WoW)
2024-05-01 11:00:00,MBA Purchase Index
2024-05-01 11:00:00,Mortgage Market Index
2024-05-01 11:00:00,Mortgage Refinance Index
2024-05-01 12:15:00,ADP Nonfarm Employment Change (Apr)
2024-05-01 13:45:00,S&P Global US Manufacturing PMI (Apr)
2024-05-01 14:00:00,JOLTs Job Openings (Mar)
2024-05-01 14:00:00,ISM Manufacturing Prices (Apr)
2024-05-01 14:00:00,ISM Manufacturing PMI (Apr)
2024-05-01 14:00:00,ISM Manufacturing New Orders Index (Apr)
2024-05-01 14:00:00,ISM Manufacturing Employment (Apr)
2024-05-01 14:00:00,Construction Spending (MoM) (Mar)
2024-05-01 14:30:00,EIA Weekly Distillates Stocks
2024-05-01 14:30:00,Gasoline Production
2024-05-01 14:30:00,Heating Oil Stockpiles
2024-05-01 14:30:00,EIA Weekly Refinery Utilization Rates (WoW)
2024-05-01 14:30:00,Gasoline Inventories
2024-05-01 14:30:00,Cushing Crude Oil Inventories
2024-05-01 14:30:00,Distillate Fuel Production
2024-05-01 14:30:00,Crude Oil Inventories
2024-05-01 14:30:00,EIA Refinery Crude Runs (WoW)
2024-05-01 14:30:00,Crude Oil Imports
2024-05-01 17:00:00,Atlanta Fed GDPNow (Q2)
2024-05-01 18:00:00,FOMC Statement
2024-05-01 18:00:00,Fed Interest Rate Decision
2024-05-01 18:30:00,FOMC Press Conference
2024-05-02 11:30:00,Challenger Job Cuts (YoY)
2024-05-02 11:30:00,Challenger Job Cuts (Apr)
2024-05-02 12:30:00,Unit Labor Costs (QoQ) (Q1)
2024-05-02 12:30:00,Trade Balance (Mar)
2024-05-02 12:30:00,Nonfarm Productivity (QoQ) (Q1)
2024-05-02 12:30:00,Jobless Claims 4-Week Avg.
2024-05-02 12:30:00,Imports
2024-05-02 12:30:00,Exports
2024-05-02 12:30:00,Continuing Jobless Claims
2024-05-02 12:30:00,Initial Jobless Claims
2024-05-02 14:00:00,Factory orders ex transportation (MoM) (Mar)
2024-05-02 14:00:00,Factory Orders (MoM) (Mar)
2024-05-02 14:00:00,Durables Excluding Defense (MoM) (Mar)
2024-05-02 14:00:00,Durables Excluding Transport (MoM) (Mar)
2024-05-02 14:00:00,All Car Sales (Apr)
2024-05-02 14:00:00,All Truck Sales (Apr)
2024-05-02 14:30:00,Natural Gas Storage
2024-05-02 15:30:00,8-Week Bill Auction
2024-05-02 15:30:00,4-Week Bill Auction
2024-05-02 17:00:00,Atlanta Fed GDPNow (Q2)
2024-05-02 20:30:00,Fed's Balance Sheet
2024-05-02 20:30:00,Reserve Balances with Federal Reserve Banks
2024-05-03 12:30:00,Nonfarm Payrolls (Apr)
2024-05-03 12:30:00,Average Hourly Earnings (MoM) (Apr)
2024-05-03 12:30:00,Average Hourly Earnings (YoY) (YoY) (Apr)
2024-05-03 12:30:00,Average Weekly Hours (Apr)
2024-05-03 12:30:00,Government Payrolls (Apr)
2024-05-03 12:30:00,Manufacturing Payrolls (Apr)
2024-05-03 12:30:00,Participation Rate (Apr)
2024-05-03 12:30:00,Private Nonfarm Payrolls (Apr)
2024-05-03 12:30:00,U6 Unemployment Rate (Apr)
2024-05-03 12:30:00,Unemployment Rate (Apr)
2024-05-03 13:45:00,S&P Global Services PMI (Apr)
2024-05-03 13:45:00,S&P Global Composite PMI (Apr)
2024-05-03 14:00:00,ISM Non-Manufacturing Prices (Apr)
2024-05-03 14:00:00,ISM Non-Manufacturing PMI (Apr)
2024-05-03 14:00:00,ISM Non-Manufacturing New Orders (Apr)
2024-05-03 14:00:00,Total Vehicle Sales
2024-05-03 14:00:00,ISM Non-Manufacturing Business Activity (Apr)
2024-05-03 14:00:00,ISM Non-Manufacturing Employment (Apr)
2024-05-03 17:00:00,U.S. Baker Hughes Oil Rig Count
2024-05-03 17:00:00,U.S. Baker Hughes Total Rig Count
2024-05-03 19:30:00,CFTC Natural Gas speculative net positions
2024-05-03 19:30:00,CFTC Wheat speculative net positions
2024-05-03 19:30:00,CFTC Soybeans speculative net positions
2024-05-03 19:30:00,CFTC Silver speculative net positions
2024-05-03 19:30:00,CFTC S&P 500 speculative net positions
2024-05-03 19:30:00,CFTC Nasdaq 100 speculative net positions
2024-05-03 19:30:00,CFTC Aluminium speculative net positions
2024-05-03 19:30:00,CFTC Crude Oil speculative net positions
2024-05-03 19:30:00,CFTC Corn speculative net positions
2024-05-03 19:30:00,CFTC Copper speculative net positions
2024-05-03 19:30:00,CFTC Gold speculative net positions
2024-05-03 23:45:00,Fed Goolsbee Speaks
2024-05-03 23:45:00,FOMC Member Williams Speaks
2024-05-04 13:20:00,Fed Governor Cook Speaks
2024-05-04 18:20:00,Fed Governor Cook Speaks
2024-05-06 14:00:00,CB Employment Trends Index (Apr)
2024-05-06 15:30:00,3-Month Bill Auction
2024-05-06 15:30:00,6-Month Bill Auction
2024-05-06 16:50:00,FOMC Member Barkin Speaks
2024-05-06 17:00:00,FOMC Member Williams Speaks
2024-05-06 18:00:00,Loan Officer Survey
2024-05-07 12:55:00,Redbook (YoY)
2024-05-07 14:00:00,IBD/TIPP Economic Optimism (May)
2024-05-07 15:30:00,FOMC Member Kashkari Speaks
2024-05-07 16:00:00,EIA Short-Term Energy Outlook
2024-05-07 17:00:00,3-Year Note Auction
2024-05-07 19:00:00,Consumer Credit (Mar)
2024-05-07 20:30:00,API Weekly Crude Oil Stock
2024-05-08 11:00:00,MBA 30-Year Mortgage Rate
2024-05-08 11:00:00,MBA Mortgage Applications (WoW)
2024-05-08 11:00:00,MBA Purchase Index
2024-05-08 11:00:00,Mortgage Market Index
2024-05-08 11:00:00,Mortgage Refinance Index
2024-05-08 14:00:00,Wholesale Trade Sales (MoM) (Mar)
2024-05-08 14:00:00,Wholesale Inventories (MoM) (Mar)
2024-05-08 14:30:00,Heating Oil Stockpiles
2024-05-08 14:30:00,Gasoline Production
2024-05-08 14:30:00,EIA Weekly Distillates Stocks
2024-05-08 14:30:00,Distillate Fuel Production
2024-05-08 14:30:00,Gasoline Inventories
2024-05-08 14:30:00,Crude Oil Imports
2024-05-08 14:30:00,EIA Refinery Crude Runs (WoW)
2024-05-08 14:30:00,Crude Oil Inventories
2024-05-08 14:30:00,EIA Weekly Refinery Utilization Rates (WoW)
2024-05-08 14:30:00,Cushing Crude Oil Inventories
2024-05-08 15:00:00,Thomson Reuters IPSOS PCSI (May)
2024-05-08 15:00:00,Fed Governor Jefferson Speaks
2024-05-08 15:45:00,Fed Collins Speaks
2024-05-08 16:00:00,Atlanta Fed GDPNow (Q2)
2024-05-08 17:00:00,10-Year Note Auction
2024-05-08 17:30:00,Fed Governor Cook Speaks
2024-05-09 12:30:00,Jobless Claims 4-Week Avg.
2024-05-09 12:30:00,Initial Jobless Claims
2024-05-09 12:30:00,Continuing Jobless Claims
2024-05-09 14:30:00,Natural Gas Storage
2024-05-09 15:30:00,4-Week Bill Auction
2024-05-09 15:30:00,8-Week Bill Auction
2024-05-09 17:00:00,30-Year Bond Auction
2024-05-09 18:00:00,FOMC Member Daly Speaks
2024-05-09 20:30:00,Fed's Balance Sheet
2024-05-09 20:30:00,Reserve Balances with Federal Reserve Banks
2024-05-10 13:00:00,FOMC Member Bowman Speaks
2024-05-10 14:00:00,Michigan Current Conditions (May)
2024-05-10 14:00:00,Michigan Consumer Expectations (May)
2024-05-10 14:00:00,Michigan Consumer Sentiment (May)
2024-05-10 14:00:00,Michigan 1-Year Inflation Expectations (May)
2024-05-10 14:00:00,Michigan 5-Year Inflation Expectations (May)
2024-05-10 16:00:00,WASDE Report
2024-05-10 16:45:00,Fed Goolsbee Speaks
2024-05-10 17:00:00,U.S. Baker Hughes Oil Rig Count
2024-05-10 17:00:00,U.S. Baker Hughes Total Rig Count
2024-05-10 17:30:00,Fed Vice Chair for Supervision Barr Speaks
2024-05-10 18:00:00,Federal Budget Balance (Apr)
2024-05-10 19:30:00,CFTC Wheat speculative net positions
2024-05-10 19:30:00,CFTC Soybeans speculative net positions
2024-05-10 19:30:00,CFTC Silver speculative net positions
2024-05-10 19:30:00,CFTC S&P 500 speculative net positions
2024-05-10 19:30:00,CFTC Natural Gas speculative net positions
2024-05-10 19:30:00,CFTC Nasdaq 100 speculative net positions
2024-05-10 19:30:00,CFTC Copper speculative net positions
2024-05-10 19:30:00,CFTC Crude Oil speculative net positions
2024-05-10 19:30:00,CFTC Corn speculative net positions
2024-05-10 19:30:00,CFTC Aluminium speculative net positions
2024-05-10 19:30:00,CFTC Gold speculative net positions
2024-05-13 13:00:00,Fed Governor Jefferson Speaks
2024-05-13 13:00:00,FOMC Member Mester Speaks
2024-05-13 15:00:00,NY Fed 1-Year Consumer Inflation Expectations
2024-05-13 15:30:00,3-Month Bill Auction
2024-05-13 15:30:00,6-Month Bill Auction
2024-05-14 10:00:00,NFIB Small Business Optimism (Apr)
2024-05-14 11:00:00,OPEC Monthly Report
2024-05-14 12:30:00,Core PPI (YoY) (Apr)
2024-05-14 12:30:00,PPI ex. Food/Energy/Transport (YoY) (Apr)
2024-05-14 12:30:00,PPI (MoM) (Apr)
2024-05-14 12:30:00,Core PPI (MoM) (Apr)
2024-05-14 12:30:00,PPI ex. Food/Energy/Transport (MoM) (Apr)
2024-05-14 12:30:00,PPI (YoY) (Apr)
2024-05-14 12:55:00,Redbook (YoY)
2024-05-14 13:10:00,Fed Governor Cook Speaks
2024-05-14 14:00:00,Fed Chair Powell Speaks
2024-05-14 15:30:00,52-Week Bill Auction
2024-05-14 20:30:00,API Weekly Crude Oil Stock
2024-05-15 08:00:00,IEA Monthly Report
2024-05-15 11:00:00,MBA Purchase Index
2024-05-15 11:00:00,MBA 30-Year Mortgage Rate
2024-05-15 11:00:00,MBA Mortgage Applications (WoW)
2024-05-15 11:00:00,Mortgage Market Index
2024-05-15 11:00:00,Mortgage Refinance Index
2024-05-15 12:30:00,Retail Control (MoM) (Apr)
2024-05-15 12:30:00,Retail Sales (YoY) (Apr)
2024-05-15 12:30:00,NY Empire State Manufacturing Index (May)
2024-05-15 12:30:00,Retail Sales Ex Gas/Autos (MoM) (Apr)
2024-05-15 12:30:00,Real Earnings (MoM) (Apr)
2024-05-15 12:30:00,Retail Sales (MoM) (Apr)
2024-05-15 12:30:00,"CPI Index, s.a (Apr)"
2024-05-15 12:30:00,"CPI, n.s.a (MoM) (Apr)"
2024-05-15 12:30:00,CPI (YoY) (Apr)
2024-05-15 12:30:00,"CPI Index, n.s.a. (Apr)"
2024-05-15 12:30:00,CPI (MoM) (Apr)
2024-05-15 12:30:00,Core Retail Sales (MoM) (Apr)
2024-05-15 12:30:00,Core CPI Index (Apr)
2024-05-15 12:30:00,Core CPI (MoM) (Apr)
2024-05-15 12:30:00,Core CPI (YoY) (Apr)
2024-05-15 14:00:00,Retail Inventories Ex Auto (Mar)
2024-05-15 14:00:00,Fed Vice Chair for Supervision Barr Speaks
2024-05-15 14:00:00,NAHB Housing Market Index (May)
2024-05-15 14:00:00,Business Inventories (MoM) (Mar)
2024-05-15 14:30:00,EIA Weekly Refinery Utilization Rates (WoW)
2024-05-15 14:30:00,Crude Oil Inventories
2024-05-15 14:30:00,EIA Refinery Crude Runs (WoW)
2024-05-15 14:30:00,Crude Oil Imports
2024-05-15 14:30:00,Cushing Crude Oil Inventories
2024-05-15 14:30:00,Distillate Fuel Production
2024-05-15 14:30:00,EIA Weekly Distillates Stocks
2024-05-15 14:30:00,Gasoline Production
2024-05-15 14:30:00,Heating Oil Stockpiles
2024-05-15 14:30:00,Gasoline Inventories
2024-05-15 15:00:00,Cleveland CPI (MoM) (Apr)
2024-05-15 16:00:00,FOMC Member Kashkari Speaks
2024-05-15 17:00:00,Atlanta Fed GDPNow (Q2)
2024-05-15 19:20:00,FOMC Member Bowman Speaks
2024-05-15 20:00:00,TIC Net Long-Term Transactions (Mar)
2024-05-15 20:00:00,Overall Net Capital Flow (Mar)
2024-05-15 20:00:00,TIC Net Long-Term Transactions including Swaps (Mar)
2024-05-15 20:00:00,"US Foreign Buying, T-bonds (Mar)"
2024-05-16 12:30:00,Initial Jobless Claims
2024-05-16 12:30:00,Philly Fed Prices Paid (May)
2024-05-16 12:30:00,Philly Fed New Orders (May)
2024-05-16 12:30:00,Philly Fed Employment (May)
2024-05-16 12:30:00,Philly Fed CAPEX Index (May)
2024-05-16 12:30:00,Philly Fed Business Conditions (May)
2024-05-16 12:30:00,Philadelphia Fed Manufacturing Index (May)
2024-05-16 12:30:00,Jobless Claims 4-Week Avg.
2024-05-16 12:30:00,Import Price Index (MoM) (Apr)
2024-05-16 12:30:00,Building Permits (Apr)
2024-05-16 12:30:00,Housing Starts (MoM) (Apr)
2024-05-16 12:30:00,Housing Starts (Apr)
2024-05-16 12:30:00,Export Price Index (MoM) (Apr)
2024-05-16 12:30:00,Export Price Index (YoY)
2024-05-16 12:30:00,Continuing Jobless Claims
2024-05-16 12:30:00,Building Permits (MoM) (Apr)
2024-05-16 12:30:00,Import Price Index (YoY)
2024-05-16 13:15:00,Manufacturing Production (MoM) (Apr)
2024-05-16 13:15:00,Industrial Production (MoM) (Apr)
2024-05-16 13:15:00,Industrial Production (YoY) (Apr)
2024-05-16 13:15:00,Capacity Utilization Rate (Apr)
2024-05-16 14:00:00,Fed Vice Chair for Supervision Barr Speaks
2024-05-16 14:30:00,Atlanta Fed GDPNow (Q2)
2024-05-16 14:30:00,FOMC Member Harker Speaks
2024-05-16 14:30:00,Natural Gas Storage
2024-05-16 15:30:00,4-Week Bill Auction
2024-05-16 15:30:00,8-Week Bill Auction
2024-05-16 15:30:00,FOMC Member Mester Speaks
2024-05-16 19:50:00,FOMC Member Bostic Speaks
2024-05-16 20:30:00,Fed's Balance Sheet
2024-05-16 20:30:00,Reserve Balances with Federal Reserve Banks
2024-05-17 14:00:00,US Leading Index (MoM) (Apr)
2024-05-17 14:15:00,Fed Waller Speaks
2024-05-17 16:15:00,FOMC Member Daly Speaks
2024-05-17 17:00:00,U.S. Baker Hughes Oil Rig Count
2024-05-17 17:00:00,U.S. Baker Hughes Total Rig Count
2024-05-17 19:30:00,CFTC Nasdaq 100 speculative net positions
2024-05-17 19:30:00,CFTC Wheat speculative net positions
2024-05-17 19:30:00,CFTC Soybeans speculative net positions
2024-05-17 19:30:00,CFTC Silver speculative net positions
2024-05-17 19:30:00,CFTC S&P 500 speculative net positions
2024-05-17 19:30:00,CFTC Natural Gas speculative net positions
2024-05-17 19:30:00,CFTC Crude Oil speculative net positions
2024-05-17 19:30:00,CFTC Gold speculative net positions
2024-05-17 19:30:00,CFTC Corn speculative net positions
2024-05-17 19:30:00,CFTC Copper speculative net positions
2024-05-17 19:30:00,CFTC Aluminium speculative net positions
2024-05-19 19:30:00,Fed Chair Powell Speaks
2024-05-20 12:45:00,FOMC Member Bostic Speaks
2024-05-20 13:00:00,Fed Waller Speaks
2024-05-20 13:00:00,Fed Vice Chair for Supervision Barr Speaks
2024-05-20 14:30:00,Fed Governor Jefferson Speaks
2024-05-20 15:30:00,6-Month Bill Auction
2024-05-20 15:30:00,3-Month Bill Auction
2024-05-20 18:00:00,FOMC Member Mester Speaks
2024-05-20 23:00:00,FOMC Member Bostic Speaks
2024-05-21 08:00:00,Fed Chair Yellen Speaks
2024-05-21 08:20:00,Fed Governor Kroszner Speaks
2024-05-21 12:55:00,Redbook (YoY)
2024-05-21 13:00:00,Fed Waller Speaks
2024-05-21 13:00:00,FOMC Member Barkin Speaks
2024-05-21 13:05:00,FOMC Member Williams Speaks
2024-05-21 13:10:00,FOMC Member Bostic Speaks
2024-05-21 15:45:00,Fed Vice Chair for Supervision Barr Speaks
2024-05-21 20:30:00,API Weekly Crude Oil Stock
2024-05-21 23:00:00,FOMC Member Mester Speaks
2024-05-21 23:00:00,FOMC Member Bostic Speaks
2024-05-21 23:00:00,Fed Collins Speaks
2024-05-22 11:00:00,MBA 30-Year Mortgage Rate
2024-05-22 11:00:00,MBA Mortgage Applications (WoW)
2024-05-22 11:00:00,MBA Purchase Index
2024-05-22 11:00:00,Mortgage Market Index
2024-05-22 11:00:00,Mortgage Refinance Index
2024-05-22 14:00:00,Existing Home Sales (Apr)
2024-05-22 14:00:00,Existing Home Sales (MoM) (Apr)
2024-05-22 14:30:00,Heating Oil Stockpiles
2024-05-22 14:30:00,EIA Weekly Refinery Utilization Rates (WoW)
2024-05-22 14:30:00,Crude Oil Imports
2024-05-22 14:30:00,Gasoline Production
2024-05-22 14:30:00,Gasoline Inventories
2024-05-22 14:30:00,EIA Weekly Distillates Stocks
2024-05-22 14:30:00,Crude Oil Inventories
2024-05-22 14:30:00,Cushing Crude Oil Inventories
2024-05-22 14:30:00,EIA Refinery Crude Runs (WoW)
2024-05-22 14:30:00,Distillate Fuel Production
2024-05-22 17:00:00,20-Year Bond Auction
2024-05-22 18:00:00,FOMC Meeting Minutes
2024-05-23 12:30:00,Jobless Claims 4-Week Avg.
2024-05-23 12:30:00,Initial Jobless Claims
2024-05-23 12:30:00,Continuing Jobless Claims
2024-05-23 12:30:00,Chicago Fed National Activity (Apr)
2024-05-23 12:30:00,Building Permits
2024-05-23 12:30:00,Building Permits (MoM)
2024-05-23 13:45:00,S&P Global US Manufacturing PMI (May)
2024-05-23 13:45:00,S&P Global Composite PMI (May)
2024-05-23 13:45:00,S&P Global Services PMI (May)
2024-05-23 14:00:00,New Home Sales (Apr)
2024-05-23 14:00:00,New Home Sales (MoM) (Apr)
2024-05-23 14:30:00,Natural Gas Storage
2024-05-23 15:00:00,KC Fed Composite Index (May)
2024-05-23 15:00:00,KC Fed Manufacturing Index (May)
2024-05-23 15:30:00,8-Week Bill Auction
2024-05-23 15:30:00,4-Week Bill Auction
2024-05-23 17:00:00,10-Year TIPS Auction
2024-05-23 19:00:00,FOMC Member Bostic Speaks
2024-05-23 20:30:00,Fed's Balance Sheet
2024-05-23 20:30:00,Reserve Balances with Federal Reserve Banks
2024-05-24 12:30:00,Goods Orders Non Defense Ex Air (MoM) (Apr)
2024-05-24 12:30:00,Core Durable Goods Orders (MoM) (Apr)
2024-05-24 12:30:00,Durable Goods Orders (MoM) (Apr)
2024-05-24 12:30:00,Durables Excluding Defense (MoM) (Apr)
2024-05-24 12:30:00,Durables Excluding Transport (MoM)
2024-05-24 13:35:00,Fed Waller Speaks
2024-05-24 14:00:00,Michigan Current Conditions (May)
2024-05-24 14:00:00,Michigan Consumer Sentiment (May)
2024-05-24 14:00:00,Michigan Consumer Expectations (May)
2024-05-24 14:00:00,Michigan 1-Year Inflation Expectations (May)
2024-05-24 14:00:00,Michigan 5-Year Inflation Expectations (May)
2024-05-24 14:30:00,Atlanta Fed GDPNow (Q2)
2024-05-24 17:00:00,U.S. Baker Hughes Total Rig Count
2024-05-24 17:00:00,U.S. Baker Hughes Oil Rig Count
2024-05-24 19:30:00,CFTC Silver speculative net positions
2024-05-24 19:30:00,CFTC Soybeans speculative net positions
2024-05-24 19:30:00,CFTC Crude Oil speculative net positions
2024-05-24 19:30:00,CFTC S&P 500 speculative net positions
2024-05-24 19:30:00,CFTC Wheat speculative net positions
2024-05-24 19:30:00,CFTC Natural Gas speculative net positions
2024-05-24 19:30:00,CFTC Corn speculative net positions
2024-05-24 19:30:00,CFTC Gold speculative net positions
2024-05-24 19:30:00,CFTC Copper speculative net positions
2024-05-24 19:30:00,CFTC Aluminium speculative net positions
2024-05-24 19:30:00,CFTC Nasdaq 100 speculative net positions
2024-05-27 17:45:00,FOMC Member Williams Speaks
2024-05-28 04:55:00,FOMC Member Bowman Speaks
2024-05-28 04:55:00,FOMC Member Mester Speaks
2024-05-28 13:00:00,S&P/CS HPI Composite - 20 n.s.a. (YoY) (Mar)
2024-05-28 13:00:00,S&P/CS HPI Composite - 20 n.s.a. (MoM) (Mar)
2024-05-28 13:00:00,S&P/CS HPI Composite - 20 s.a. (MoM) (Mar)
2024-05-28 13:00:00,House Price Index (YoY) (Mar)
2024-05-28 13:00:00,House Price Index (MoM) (Mar)
2024-05-28 13:00:00,House Price Index (Mar)
2024-05-28 13:55:00,FOMC Member Kashkari Speaks
2024-05-28 14:00:00,6-Month Bill Auction
2024-05-28 14:00:00,3-Month Bill Auction
2024-05-28 14:00:00,CB Consumer Confidence (May)
2024-05-28 14:30:00,Dallas Fed Mfg Business Index (May)
2024-05-28 15:30:00,2-Year Note Auction
2024-05-28 17:00:00,5-Year Note Auction
2024-05-28 17:00:00,M2 Money Supply (MoM) (Apr)
2024-05-28 17:05:00,Fed Governor Cook Speaks
2024-05-28 17:05:00,FOMC Member Daly Speaks
2024-05-29 11:00:00,MBA 30-Year Mortgage Rate
2024-05-29 11:00:00,MBA Mortgage Applications (WoW)
2024-05-29 11:00:00,MBA Purchase Index
2024-05-29 11:00:00,Mortgage Market Index
2024-05-29 11:00:00,Mortgage Refinance Index
2024-05-29 12:55:00,Redbook (YoY)
2024-05-29 14:00:00,Richmond Manufacturing Index (May)
2024-05-29 14:00:00,Richmond Manufacturing Shipments (May)
2024-05-29 14:00:00,Richmond Services Index (May)
2024-05-29 14:30:00,Texas Services Sector Outlook (May)
2024-05-29 14:30:00,Dallas Fed Services Revenues (May)
2024-05-29 17:00:00,7-Year Note Auction
2024-05-29 17:45:00,FOMC Member Williams Speaks
2024-05-29 18:00:00,Beige Book
2024-05-29 20:30:00,API Weekly Crude Oil Stock
2024-05-29 23:00:00,FOMC Member Bostic Speaks
2024-05-30 12:30:00,Wholesale Inventories (MoM)
2024-05-30 12:30:00,Retail Inventories Ex Auto (Apr)
